Date;Autres usages;Climatisation et ventilation;Cuisson;Eclairage;Energie;Industrie hors metallurgie;Metallurgie
2019-01-02 14:00:00;27397.26665959697;1033.4619301273945;819.9533355871094;3710.840108751903;1301.5426501660243;11996.348346098024;2363.330780778198
2019-01-02 15:00:00;26521.62810641681;1030.8443816387523;707.7735977448114;3595.5295545808453;1290.734577583863;11896.729791332862;2343.7055352313782
2019-01-02 16:00:00;25227.911488123485;1009.1559337757897;813.8354021501721;3769.291060517488;1277.89026579645;11778.343627291757;2320.382973130275
2019-01-02 17:00:00;22350.85110302737;917.2016162768854;982.9770278448245;5449.310358213626;1176.528640894506;10844.091454701103;2136.331344314933
2019-01-02 18:00:00;20432.006139731115;814.2413102420237;2377.4854606426325;6280.228230831193;1053.0858786461554;9706.316364884067;1912.1849143029456
2019-01-02 19:00:00;18525.42222464401;801.2096291607082;5712.278753433424;6724.659966921062;1130.6311887005586;10421.053498161315;2052.991139701239
2019-01-02 20:00:00;18941.431540090576;845.007182829225;3905.962824187498;6944.476011760869;1232.6779599994586;11361.62063436995;2238.286787243712
2019-01-02 21:00:00;18832.829435060812;799.8268022705515;1621.5939720225106;6100.424581402774;1251.5534038664039;11535.596035632334;2272.5606619467712
2019-01-02 22:00:00;16050.140593190845;681.5852392507767;645.3611321771928;4934.10510150141;1197.7449886694278;11039.642776598048;2174.8557964275556
2019-01-02 23:00:00;16784.900964850673;694.8262110291372;362.5619422186314;4221.473293065764;1264.6755072060214;11656.542874541246;2296.387683732977
2019-01-03 00:00:00;18139.234156122853;787.1314349609102;226.03051234187032;3751.6525023982063;1428.486931658188;13166.396459525198;2593.8351695813326
2019-01-03 01:00:00;16260.431317395693;709.1511701179021;159.71872328723558;2643.8773631935082;1336.433671283148;12317.939439920085;2426.685588366764
2019-01-03 02:00:00;16805.46716629528;721.0056743353362;148.22436447818157;2915.785076853137;1332.2962998765074;12279.805432157593;2419.1730299520455
2019-01-03 03:00:00;16434.987297273838;706.7128007921326;151.36389678763157;2761.0862353884977;1316.8379328165713;12137.325094869926;2391.1037918233055
2019-01-03 04:00:00;15879.367906293024;712.483777924256;211.81951387362852;2697.911486947429;1295.4118604845924;11939.840679369316;2352.1985362672926
2019-01-03 05:00:00;16009.889713965402;719.4064097031904;408.77528871063555;2767.094366443361;1237.9103619611267;11409.848072969668;2247.7877705626133
2019-01-03 06:00:00;18163.790021943783;735.5584219187515;936.8877472902313;3217.7370256116374;1156.242652071528;10657.114986920407;2099.4962348604377
2019-01-03 07:00:00;21769.91253339472;829.5848477382622;1502.17303839556;4862.437733437386;1171.790538542199;10800.420057364718;2127.7279261317717
2019-01-03 08:00:00;24586.07655313888;938.0708954219922;1097.6254560788943;4255.7056838812005;1199.029639916589;11051.483586111695;2177.1884616645466
2019-01-03 09:00:00;26427.952015707117;1017.2384843119175;1057.7351619057904;3917.5733796409777;1254.9566743369057;11566.964389532832;2278.7403431262696
2019-01-03 10:00:00;27149.283259143853;1037.7750499513622;1138.8317778858816;3909.146979205461;1263.0860296136;11641.8927672762;2293.5015581519297
2019-01-03 11:00:00;26560.722274698215;1018.5414559142573;1746.482098240426;3754.792650381321;1251.7129469054626;11537.066796879726;2272.8504211242825
2019-01-03 12:00:00;24418.934590646506;962.3755080435209;3225.1791828331216;3601.336072147142;1264.8896016451638;11658.516356628057;2296.7764990686524
2019-01-03 13:00:00;26192.554553838618;975.5906890848456;1889.0163162958472;3727.8994619733858;1297.5149733613453;11959.225125403365;2356.0173687530255
2019-01-03 14:00:00;26869.056748814714;1013.537138333676;804.1449163160444;3639.2963833458334;1276.4493539746438;11765.062861734363;2317.7665733565595
2019-01-03 15:00:00;25846.14811142769;1004.5897808672622;689.7472946709656;3503.954924404809;1257.8608270546606;11593.73168927094;2284.0136416250793
2019-01-03 16:00:00;24467.690814630896;978.7459173146475;789.3111961798928;3655.7068270400086;1239.3821792681324;11423.413718441307;2250.460296121349
2019-01-03 17:00:00;21624.343903407673;887.3882738383184;951.0256768873969;5272.182284210747;1138.2859572388102;10491.60776274417;2066.8905836359004
2019-01-03 18:00:00;19879.21247138083;792.2117827578982;2313.161923333075;6110.314891041844;1024.5943442386413;9443.70924775527;1860.4502140433308
2019-01-03 19:00:00;18778.559785854577;812.1576253296895;5790.333239591126;6816.547968357932;1146.0805111648815;10563.450256290807;2081.043896825421
2019-01-03 20:00:00;19472.936357952254;868.7184523734966;4015.565842050757;7139.341032916397;1267.267440378748;11680.432657268162;2301.0940892503304
2019-01-03 21:00:00;19205.488994199513;815.653585205598;1653.6816886770705;6221.138335164709;1276.3188455825116;11763.859672164708;2317.529552963242
2019-01-03 22:00:00;16279.135384322142;691.3097316061036;654.5687984159465;5004.502264727353;1214.8337712826637;11197.150474247981;2205.8854715853486
2019-01-03 23:00:00;17076.349221059238;706.8909761413362;368.8573648754877;4294.773757123997;1286.6349737537678;11858.943776478032;2336.261507677744
2019-01-04 00:00:00;15446.836702908637;651.7295631971865;187.14889551513863;3107.235814586029;1187.6193411885176;10946.314621065716;2156.4697734096108
2019-01-04 01:00:00;13750.811384809906;591.1845877967187;133.1496956671954;2521.8549463499435;1120.753043396408;10330.006351496884;2035.0544586225287
2019-01-04 02:00:00;14305.13831951121;608.0264025152959;124.99807419496894;2459.7838109569807;1126.5110986752552;10383.078376001667;2045.5098453057055
2019-01-04 03:00:00;14197.369445660715;602.3827529809682;129.01845028131655;2353.474681733437;1121.8708699284243;10340.309227408537;2037.0841653586947
2019-01-04 04:00:00;13634.890304855197;604.599960704673;179.7459334543897;2285.9554975871793;1099.8085037556807;10136.959931282992;1997.0234979678405
2019-01-04 05:00:00;13875.123014381748;614.2674946941376;349.0341284795571;2364.319666398517;1054.7298385052145;9721.468936519814;1915.1700335287192
2019-01-04 06:00:00;16166.307053022634;649.6784038086887;827.5015425394311;2837.3709339544157;1018.1453523100306;9384.268959695168;1848.7402336887912
2019-01-04 07:00:00;20257.31073833232;760.0782179934351;1376.3137103599092;4458.3083098949555;1068.998883881896;9852.987163961836;1941.079654802406
2019-01-04 08:00:00;23143.98509253283;873.3740504576072;1021.9244516277855;3951.953483165452;1108.5973226420792;10217.966549936273;2012.9821428396706
2019-01-04 09:00:00;24692.313375237532;936.9969846120333;974.2992725933292;3588.121197542212;1150.3147695997961;10602.477398559666;2088.7323991321323
2019-01-04 10:00:00;25395.363906228664;952.6271893986873;1045.3923989716766;3567.0001160625047;1149.8073842703307;10597.800941800557;2087.811118149161
2019-01-04 11:00:00;25020.71487111122;943.8760749427043;1618.4541513878105;3471.5441964298643;1149.0023491082204;10590.380922830807;2086.349324582954
2019-01-04 12:00:00;23317.00916720732;901.8083267681683;3022.2022508311416;3354.5438098938052;1174.2926631758428;10823.482192037634;2132.2712569661103
2019-01-04 13:00:00;25604.48619624048;947.773140349384;1844.8944896020603;3569.97798743059;1244.1780629542532;11467.617389665771;2259.1685749535686
2019-01-04 14:00:00;27212.03347626545;1033.2034584615537;819.7482432109623;3628.7388037494275;1285.6012096067166;11849.415778300463;2334.3844758873747
2019-01-04 15:00:00;26478.243168095032;1047.5730735017994;719.2594553790587;3526.5936659627628;1294.654301470959;11932.858339797018;2350.823010783149
2019-01-04 16:00:00;25628.06728551999;1043.2339449117057;841.3177005337759;3771.142918047022;1295.9097635742319;11944.429909053259;2353.102661730008
2019-01-04 17:00:00;23545.167655902384;978.9765917284706;1049.1821021749179;5724.673030802551;1229.489999728476;11332.23728759402;2232.498109519189
2019-01-04 18:00:00;21208.91418754093;875.2716253250748;2555.6865809010988;6598.269675342488;1106.4704030461678;10198.362872667109;2009.1201375075707
2019-01-04 19:00:00;18660.270103619332;832.3153286013327;5934.048832499314;6865.910183830209;1138.9855232549316;10498.055480395116;2068.1608361886306
2019-01-04 20:00:00;18886.21947647429;859.4569639765338;3972.75546678008;6961.998401619596;1217.146276502837;11218.465141086084;2210.0845577086952
2019-01-04 21:00:00;19913.413071621468;842.3289626923633;1707.7642240007006;6372.082121884277;1274.305524673405;11745.303229479732;2313.873859016489
2019-01-04 22:00:00;16678.848071048178;688.2937019416604;651.7130335869838;4973.042187141141;1163.2310020126858;10721.526631890809;2112.185578732284
2019-01-04 23:00:00;17006.971595282903;683.7772766993727;356.7965695400786;4162.295275038656;1199.2103350622226;11053.148878610013;2177.5165586988105
2019-01-05 00:00:00;15445.278453695973;566.3113428217982;231.37596209535963;2985.4962851014147;1101.5531741737348;10153.040683166411;2000.1914604755934
2019-01-05 01:00:00;13222.86617488587;569.5208630495762;148.84192472372393;2479.510225909523;1069.1131395552036;9854.04007669925;1941.2871077328464
2019-01-05 02:00:00;13533.684783244978;594.4983677527483;142.43190549308545;2383.30152146558;1052.1245992439397;9697.456354657825;1910.4394591651153
2019-01-05 03:00:00;13159.333234689166;571.511608931936;131.95321623248256;2216.642467146126;1000.5645284582745;9222.225914710572;1816.8170766304117
2019-01-05 04:00:00;12510.961491698834;564.8308108732379;160.32316071138408;2123.665223504113;945.3731162718864;8713.52544226162;1716.6009587021892
2019-01-05 05:00:00;11638.579006926655;551.4113079708595;203.19235116550897;2115.6822558902327;892.0059821368457;8221.63948573003;1619.6973585757692
2019-01-05 06:00:00;11426.847765533588;548.0574255966325;411.0430817453522;2344.218332333771;861.4434105543719;7939.943585057691;1564.2020914294892
2019-01-05 07:00:00;11573.800659086366;542.7083860957347;784.9262352710153;3232.379637066884;805.3904774674583;7423.302377699624;1462.4216165056587
2019-01-05 08:00:00;13150.25295782178;563.0434174961345;999.899273558115;2560.784585587327;785.2442269885935;7237.613908834085;1425.8401981025654
2019-01-05 09:00:00;15423.722074408297;615.8514684589283;1248.3085552166838;2376.045943626416;823.2275131561898;7587.706780139509;1494.8099779618997
2019-01-05 10:00:00;17155.408246760962;655.4595667779114;1655.8978375600996;2484.6133869181504;869.2474524073983;8011.873648858048;1578.372618134648
